,company,title,location,seniority,category,salary,salary_period
1059,MSIG HOLDINGS (ASIA) PTE. LTD.,Legal Manager,East,Executive,Purchasing / Merchandising,"$7,300to$11,500",Monthly
1060,R. GLAZEN SINGAPORE PTE LTD,Sales Executive,South,Executive,Admin / Secretarial,Salary undisclosed,
1061,THE SUPREME HR ADVISORY PTE. LTD.,Aerospace Technician [Pneumatic /  Overhaul],South,Executive,Admin / Secretarial,"$2,000to$2,400",Monthly
1062,PRICEWATERHOUSECOOPERS RISK SERVICES PTE. LTD.,Transformation Assurance - Senior Associate,Islandwide,Professional,Accounting / Auditing / Taxation,"$3,500to$7,000",Monthly
1063,PRICEWATERHOUSECOOPERS RISK SERVICES PTE. LTD.,Transformation Assurance - Associate,Islandwide,Professional,Accounting / Auditing / Taxation,"$3,250to$6,500",Monthly
1064,Young Women's Christian Association of Singapore,Accounts Officer,Central,Manager,Marketing / Public Relations ,Salary undisclosed,
1065,GOOGLE ASIA PACIFIC PTE. LTD.,"Software Engineer, Mobile Applications (Android / iOS) - Singapore",Central,Manager,Marketing / Public Relations ,"$6,700to$13,400",Monthly
1066,HP SINGAPORE (PRIVATE) LIMITED,Logistic Business Analyst,Central,Senior Executive,Education and Training,"$6,440to$9,016",Monthly
1067,APBA PTE. LTD.,Temp Administrative Assistant x 5  /  /  3 - 6 Months  /  /  up to $10.50 / hr,Central,Senior Executive,Education and Training,"$1,500to$2,000",Monthly
1068,MILLION LIGHTING CO PTE LTD,Account Executive,Central,Professional,Others,"$1,800to$2,700",Monthly
1069,GOOGLE ASIA PACIFIC PTE. LTD.,"Specialist, Talent Programs and Events - Singapore",Central,Professional,Others,"$4,500to$9,000",Monthly
1070,NCS PTE. LTD.,Lead /  Senior Database Administrator,Central,Junior Executive,Information Technology,"$5,000to$85,000",Monthly
1071,RAFFLES INSTITUTION,Laboratory Officer,Central,Junior Executive,Information Technology,"$1,300to$2,800",Monthly
1072,NCS PTE. LTD.,Lead /  Senior DevOps Engineer,Central,Fresh/entry level ...,Information Technology,"$5,000to$8,000",Monthly
1073,BERGER PAINTS SINGAPORE PTE LTD,Technical Officer /  Executive,Central,Fresh/entry level ...,Information Technology,"$2,000to$3,000",Monthly
1074,NATIONAL UNIVERSITY OF SINGAPORE,Research Assistant,East,Senior Management,Sciences / Laboratory / R&D,"$2,500to$4,850",Monthly
1075,HAULIO PTE. LTD.,Accounting Officer,East,Senior Management,Sciences / Laboratory / R&D,"$2,500to$2,800",Monthly
1076,NESTIA PTE. LTD.,Product Manager,Central,Manager,Others,"$3,000to$5,000",Monthly
1077,APPIER PTE. LTD.,"Senior Account Executive, Advertising",Central,Manager,Others,"$3,500to$5,000",Monthly
1078,NATIONAL UNIVERSITY OF SINGAPORE,Assistant Manager  /  Manager  (Inbound Programmes),Central,Professional,Engineering ...,"$4,000to$5,500",Monthly
1079,NATIONAL UNIVERSITY OF SINGAPORE,Senior Executive  /  Executive (Finance),Central,Professional,Engineering ...,"$2,800to$3,500",Monthly
1080,99 PTE. LTD.,Digital Content Editor,North,Middle Management,Information Technology ...,"$3,600to$4,500",Monthly
1081,99 PTE. LTD.,Senior Product Manager,North,Middle Management,Information Technology ...,"$5,000to$6,000",Monthly
1082,APCEE MANPOWER PTE. LTD.,Technician,East,Professional ...,Others,"$2,000to$3,000",Monthly
1083,IGG SINGAPORE PTE. LTD.,Senior Unity3D Client Engineer,East,Professional ...,Others,"$4,000to$7,000",Monthly
1084,IT WORKS CONSULTANCY PTE LTD,Systems Engineer,"East, Central",Senior Management,Information Technology,"$3,000to$4,300",Monthly
1085,GO TRANSPORT PTE. LTD.,Fund Accountant,"East, Central",Senior Management,Information Technology,"$3,000to$3,500",Monthly
1086,SINGAPORE AIRLINES LIMITED,Principal Technologist (Threat Management),South,Professional,Information Technology,"$7,000to$14,000",Monthly
1087,NATIONAL UNIVERSITY OF SINGAPORE,"Assistant Manager, Dean's Office (Research Office) (2-year contract)",South,Professional,Information Technology,"$3,100to$5,480",Monthly
1088,SILTRONIC SILICON WAFER PTE. LTD.,Prinicipal  /  Senior Civil Engineer,Central,Junior Executive,Architecture / Interior Design ...,Salary undisclosed,
1089,MEINHARDT (SINGAPORE) PTE LTD,System Administrator,Central,Junior Executive,Architecture / Interior Design ...,"$3,800to$5,000",Monthly
1090,"AGAPE, CONNECTING PEOPLE PTE. LTD.",Call Centre Supervisor,West,Fresh/entry level,Human Resources ,"$2,600to$3,600",Monthly
1091,SINGAPORE TELECOMMUNICATIONS LIMITED,"Manager, Internal Audit",West,Fresh/entry level,Human Resources ,"$7,000to$10,000",Monthly
1092,8 HUNTERS INTERNATIONAL PTE. LTD.,Regional Commercial Account Executive,Central,Professional ...,Information Technology,Salary undisclosed,
1093,D-RON SINGAPORE PTE. LTD.,Assistant Engineer,Central,Professional ...,Information Technology,"$2,400to$3,000",Monthly
1094,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Account Development Executive,Central,Manager,Information Technology,"$4,500to$6,500",Monthly
1095,JABIL CIRCUIT (SINGAPORE) PTE. LTD.,Quality Engineer  /  Assistant Engineer,Central,Manager,Information Technology,Salary undisclosed,
1096,FORTIS CONSTRUCTION PTE. LTD.,Architectural Site Supervisor,East,Non-executive,Marketing / Public Relations ,"$4,000to$11,000",Monthly
1097,99 PTE. LTD.,Senior Product Manager,East,Non-executive,Marketing / Public Relations ,"$5,000to$6,000",Monthly
1098,SILTRONIC SINGAPORE PTE. LTD.,Process Engineer (Chemical),West,Manager,Human Resources ,"$2,900to$4,500",Monthly
1099,ADECCO PERSONNEL PTE LTD,Business Analyst,West,Manager,Human Resources ,"$5,500to$8,000",Monthly
1100,ABWIN BUS PTE. LTD.,Workshop administrator,Central,Middle Management,Sciences / Laboratory / R&D,"$1,500to$2,000",Monthly
1101,ANSAC TECHNOLOGY (S) PTE LTD,"Customer Service Executive (North, Work-Life Balance, Good Benefits!)",Central,Middle Management,Sciences / Laboratory / R&D,"$2,300to$2,600",Monthly
1102,Company Undisclosed,Software Engineer (Ref 22842),Islandwide,Executive,Accounting / Auditing / Taxation,"$3,000to$6,000",Monthly
1103,Company Undisclosed,Rewards Services Specialist  (East Asia Japan Pacific),Islandwide,Executive,Accounting / Auditing / Taxation,"$4,800to$5,500",Monthly
1104,Company Undisclosed,Senior System Analyst,Central,Professional,Banking and Finance,"$5,000to$6,500",Monthly
1105,Company Undisclosed,Software Developer,Central,Professional,Banking and Finance,Salary undisclosed,
1106,Company Undisclosed,Account Executive,East,Junior Executive,Information Technology,"$2,300to$3,000",Monthly
1107,Company Undisclosed,Administrative Assistant,East,Junior Executive,Information Technology,"$1,800to$2,800",Monthly
1108,Company Undisclosed,Database Production Engineer (Ref 22840),Central,Professional ...,Information Technology,"$1,800to$3,600",Monthly
1109,Company Undisclosed,Senior Financial Analyst,Central,Professional ...,Information Technology,"$5,000to$6,000",Monthly
1110,Company Undisclosed,Salesforce Developer,North,Manager,Information Technology,"$7,000to$9,000",Monthly
1111,Company Undisclosed,Salesforce Developer,North,Manager,Information Technology,"$5,500to$7,500",Monthly
1112,Company Undisclosed,Duty Engineer  /  Technician,East,Executive,Marketing / Public Relations ,Salary undisclosed,
1113,Company Undisclosed,Payroll Executive,East,Executive,Marketing / Public Relations ,Salary undisclosed,
1114,Company Undisclosed,Human Resource Executive,East,Executive,Others ...,"$2,800to$3,500",Monthly
1115,Company Undisclosed,Cost Analyst (Manufacturing),East,Executive,Others ...,Salary undisclosed,
1116,Company Undisclosed,Confidential Secretary,East,Non-executive,Advertising / Media  ...,"$2,500to$3,000",Monthly
1117,NTUC LINK PRIVATE LIMITED,"AVP, Data Engineer",East,Non-executive,Advertising / Media  ...,"$8,000to$12,000",Monthly
1118,NTUC LINK PRIVATE LIMITED,Data Engineer,Islandwide,Junior Executive,Engineering,"$5,000to$10,000",Monthly
1119,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"VP, Data Privacy, Controls Reporting & Product Governance",Islandwide,Junior Executive,Engineering,"$6,500to$12,000",Monthly
1120,GROUPM ASIA PACIFIC HOLDINGS PTE. LTD.,Data Analyst - Database Analyst,Islandwide,Fresh/entry level,Advertising / Media  ...,Salary undisclosed,
1121,AVENSYS CONSULTING PTE. LTD.,"Data Architect, Enterprise Architecture Office",Islandwide,Fresh/entry level,Advertising / Media  ...,"$7,000to$12,000",Monthly
1122,DELL GLOBAL B.V. (SINGAPORE BRANCH),Data Scientist,East,Executive,Accounting / Auditing / Taxation,"$8,000to$16,000",Monthly
1123,NTUC LINK PRIVATE LIMITED,Data Scientist,East,Executive,Accounting / Auditing / Taxation,"$5,000to$10,000",Monthly
1124,Republic Polytechnic,School of Infocomm - Lecturer (Data Analytics  /  Machine Learning  /  Artificial Intelligence),East,Executive,Admin / Secretarial ...,Salary undisclosed,
1125,DELL GLOBAL B.V. (SINGAPORE BRANCH),Supply Chain Data / BI Architect,East,Executive,Admin / Secretarial ...,"$12,000to$16,000",Monthly
1126,CAPITA PTE. LTD.,Data Center Operator (Rotating Shift - North / East),Central,Senior Executive,Information Technology,"$2,400to$3,500",Monthly
1127,LYNX ANALYTICS PTE. LTD.,Data Scientist,Central,Senior Executive,Information Technology,"$4,000to$5,500",Monthly
1128,GOOGLE ASIA PACIFIC PTE. LTD.,Data Center Electrical Engineer - Singapore,Central,Senior Executive,Environment / Health  ,"$10,750to$21,500",Monthly
1129,U3 INFOTECH PTE. LTD.,Senior Data Analyst,Central,Senior Executive,Environment / Health  ,"$5,000to$6,000",Monthly
1130,U3 INFOTECH PTE. LTD.,Data Analyst,Central,Executive ...,Education and Training ...,"$4,000to$6,000",Monthly
1131,MINDTREE LIMITED (SINGAPORE BRANCH),Data Analyst,Central,Executive ...,Education and Training ...,"$6,000to$8,000",Monthly
1132,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Data Partnership Manager - Group Lifestyle Financing,East,Executive ...,Others,"$5,000to$7,000",Monthly
1133,WWF-WORLD WIDE FUND FOR NATURE (SINGAPORE) LIMITED,"Assistant Manager, Social Media & Data",East,Executive ...,Others,"$3,500to$4,500",Monthly
1134,UNISOFT INFOTECH PTE LTD,Big Data Developer,South,Professional,Healthcare / Pharmaceutical,"$5,000to$8,000",Monthly
1135,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Senior Data Architect,South,Professional,Healthcare / Pharmaceutical,"$9,000to$12,500",Monthly
1136,NEURONES IT ASIA PTE. LTD.,Data Integration Support Lead,Central,Senior Executive,Information Technology,"$6,000to$7,000",Monthly
1137,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Data Analyst,Central,Senior Executive,Information Technology,"$5,000to$7,000",Monthly
1138,IC PRO OG TECHNOLOGIES PTE. LTD.,Industrial Data Analyst,North,Executive,Engineering,"$6,000to$12,000",Monthly
1139,RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,Business Data Analyst,North,Executive,Engineering,"$5,500to$7,500",Monthly
1140,ADDSTONES SAS,Big Data Security Engineer,West,Middle Management,Engineering,"$5,000to$10,000",Monthly
1141,SANDBOX CONSULTING PTE. LTD.,Data Architect Manager,West,Middle Management,Engineering,"$8,000to$10,000",Monthly
1142,EIRE SYSTEMS SINGAPORE PTE. LTD.,Program Manager- Data /  CRM,Central,Manager,Information Technology,"$8,000to$12,000",Monthly
1143,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Senior Java Big Data Developer,Central,Manager,Information Technology,"$8,000to$10,000",Monthly
1144,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Java Big Data Developer,North,Senior Executive,Information Technology,"$6,000to$8,000",Monthly
1145,INTERNATIONAL DATA CORPORATION ASIA/PACIFIC PTE LTD,Events Executive - 12 months contract,North,Senior Executive,Information Technology,"$3,000to$3,500",Monthly
1146,NTT DATA SINGAPORE PTE. LTD.,Senior DotNet Developer,Central,Junior Executive,Consulting  ...,"$6,000to$8,000",Monthly
1147,NTUC LINK PRIVATE LIMITED,Machine Learning Engineering,Central,Junior Executive,Consulting  ...,"$7,000to$14,000",Monthly
1148,NTUC LINK PRIVATE LIMITED,Machine Learning Engineer,Central,Executive,Admin / Secretarial,"$7,000to$13,000",Monthly
1149,HOOQ DIGITAL PTE. LTD.,Head of Customer Insights and Analytics,Central,Executive,Admin / Secretarial,"$7,000to$20,000",Monthly
1150,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Solution Specialist,West,Manager,Human Resources ,"$7,500to$15,000",Monthly
1151,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Solution Specialist,West,Manager,Human Resources ,"$5,000to$10,000",Monthly
1152,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Solution Specialist,South,Senior Executive,Banking and Finance,"$7,500to$15,000",Monthly
1153,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Solution Specialist,South,Senior Executive,Banking and Finance,"$5,000to$10,000",Monthly
1154,ORANGE BUSINESS SERVICES SINGAPORE PTE. LTD.,Sales Manager,Islandwide,Middle Management,Accounting / Auditing / Taxation,"$9,000to$13,000",Monthly
1155,ALPHA7 CONSULTANCY PTE. LTD.,Solutions Architect,Islandwide,Middle Management,Accounting / Auditing / Taxation,"$6,000to$8,000",Monthly
1156,ALPHA7 CONSULTANCY PTE. LTD.,Product Manager  /  PMO,West,Middle Management,Consulting  ...,"$3,600to$5,500",Monthly
1157,DHL EXPRESS (SINGAPORE) PTE. LTD.,Supply Chain Risk Intelligence Analyst,West,Middle Management,Consulting  ...,"$5,000to$7,000",Monthly
1158,NSEARCH GLOBAL PTE. LTD.,Risk Analyst,Central,Middle Management,Information Technology,"$5,000to$7,000",Monthly
1159,AUDIENCE ON DEMAND,Digital Client Services Director,Central,Middle Management,Information Technology,"$14,000to$16,000",Monthly
1160,A*STAR RESEARCH ENTITIES,SICS - Research Fellow (Bioinformatics),Central,Junior Executive,Healthcare / Pharmaceutical,"$4,500to$9,000",Monthly
1161,HCL SINGAPORE PTE. LTD.,Technical Lead - Teradata,Central,Junior Executive,Healthcare / Pharmaceutical,"$7,000to$8,500",Monthly
1162,NANYANG TECHNOLOGICAL UNIVERSITY,Project Officer,North,Senior Executive,Others,"$3,200to$4,200",Monthly
1163,NANYANG TECHNOLOGICAL UNIVERSITY,Research Associate,North,Senior Executive,Others,"$3,800to$4,500",Monthly
1164,APAR INNOSYS PTE. LTD.,Senior Software Developer,West,Executive,Accounting / Auditing / Taxation ...,"$5,500to$8,250",Monthly
1165,UNITED WORLD COLLEGE OF SOUTH EAST ASIA - EAST,Administrative Assistant,West,Executive,Accounting / Auditing / Taxation ...,"$2,100to$3,500",Monthly
1166,RECRUIT EXPRESS PTE LTD,P2P Analyst,Central,Senior Executive,Advertising / Media ,"$12,000to$14,000",Monthly
1167,INFINITE COMPUTER SOLUTIONS PTE LTD,Project Administrator,Central,Senior Executive,Advertising / Media ,"$2,000to$3,000",Monthly
1168,FORTIS CONSTRUCTION PTE. LTD.,Mechanical & Plumbing Construction Manager,Central,Senior Executive,Advertising / Media ,"$7,000to$20,000",Monthly
1169,INFOSYS LIMITED SINGAPORE BRANCH,Technology Analyst,Central,Senior Executive,Advertising / Media ,"$4,000to$7,000",Monthly
1170,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Marketing Senior Manager,Central,Executive ...,Banking and Finance ...,"$7,000to$14,000",Monthly
1171,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Marketing Manager,Central,Executive ...,Banking and Finance ...,"$5,000to$10,000",Monthly
1172,FORTIS CONSTRUCTION PTE. LTD.,Architectural Manager,Central,Fresh/entry level,Human Resources ,"$7,000to$20,000",Monthly
1173,CLARKSONS PLATOU ASIA PTE. LIMITED,TRAINEE  /  JUNIOR ANALYST (SPECIALISED PRODUCTS),Central,Fresh/entry level,Human Resources ,"$2,500to$4,500",Monthly
1174,ASPIRE FINANCIAL TECHNOLOGIES PTE. LTD.,Fraud Analyst,South,Executive,Engineering ...,"$3,000to$5,000",Monthly
1175,NANYANG TECHNOLOGICAL UNIVERSITY,Scientific Officer,South,Executive,Engineering ...,"$4,000to$8,000",Monthly
1176,DELL GLOBAL B.V. (SINGAPORE BRANCH),"Associate, Global Operations Strategy",East,Non-executive,Information Technology,"$12,000to$17,000",Monthly
1177,THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"AVP, Information Management",East,Non-executive,Information Technology,"$5,000to$8,000",Monthly
1178,TESCOM (SINGAPORE) SOFTWARE SYSTEMS TESTING PTE LTD.,Administrative Assistant,"South, Central",Manager,Engineering ...,"$1,500to$2,500",Monthly
1179,GRABTAXI HOLDINGS PTE. LTD.,Lead Product Designer,"South, Central",Manager,Engineering ...,"$7,500to$11,000",Monthly
1180,ROBERT WALTERS (SINGAPORE) PTE LTD,IT Project Coordinator,West,Professional ...,Accounting / Auditing / Taxation,"$8,000to$8,500",Monthly
1181,FORTIS CONSTRUCTION PTE. LTD.,Senior Structural Site Supervisor,West,Professional ...,Accounting / Auditing / Taxation,"$5,000to$15,000",Monthly
1182,GLAXOSMITHKLINE PTE LTD,Finance Manager,West,Professional ...,Human Resources ,"$10,000to$16,000",Monthly
1183,CPM CONSULTING PTE. LTD.,Project Manager - Solutions,West,Professional ...,Human Resources ,"$11,000to$14,000",Monthly
1184,LMA RECRUITMENT SINGAPORE PTE. LTD.,Finance Project Officer (9 months),Islandwide,Professional,Accounting / Auditing / Taxation,Salary undisclosed,
1185,XCELLINK PTE. LTD.,Senior Enhance Smart Hands,Islandwide,Professional,Accounting / Auditing / Taxation,"$36,000to$40,000",Annually
1186,ACEXCELLENT CONSULTING PTE. LTD.,HR Cum Admin Manager,Central,Manager,Engineering ...,"$5,000to$8,000",Monthly
1187,AUDIENCE ON DEMAND,Programmatic Manager,Central,Manager,Engineering ...,"$4,000to$6,000",Monthly
1188,SINGAPORE-MIT ALLIANCE FOR RESEARCH AND TECHNOLOGY CENTRE,Postdoctoral Associate / Research Scientist (Ref: IRG_FM_2019_003),Central,Manager,Information Technology,"$4,500to$8,000",Monthly
1189,PHD SINGAPORE PTE. LTD.,Manager,Central,Manager,Information Technology,"$4,500to$7,000",Monthly
1190,DOCTOR ANYWHERE OPERATIONS PTE. LTD.,Senior Solution Architect (Cloud Infrastructure),West,Fresh/entry level ...,Information Technology,"$6,000to$8,500",Monthly
1191,NATIONAL UNIVERSITY OF SINGAPORE,Senior Research Fellow (Code: OR / HSSR / MO) - 009F4,West,Fresh/entry level ...,Information Technology,"$71,160to$142,320",Annually
1192,FEDERAL EXPRESS (SINGAPORE) PTE LTD,Project /  Process Analyst - Senior,Central,Manager,Banking and Finance,"$4,540to$7,490",Monthly
1193,GLOBAL OFFSHORE & MARINE PTE. LTD.,Accounts Assistant,Central,Manager,Banking and Finance,"$1,000to$2,400",Monthly
1194,SUPTHEAPP PTE. LTD.,Growth Engineer,West,Junior Executive,Banking and Finance,"$2,000to$4,000",Monthly
1195,IT CONSULTING SOLUTIONS SINGAPORE PTE. LTD.,Senior System Engineer,West,Junior Executive,Banking and Finance,Salary undisclosed,
1196,OVERSEA-CHINESE BANKING CORPORATION LIMITED,"Business Transformation - Global Investment Banking, Capital Markets",West,Manager,Telecommunications,"$6,000to$8,000",Monthly
1197,ADL REHAB PTE. LTD.,Operations Executive,West,Manager,Telecommunications,"$1,800to$2,200",Monthly
1198,A*STAR RESEARCH ENTITIES,IBN - Post-doctoral Fellow (Yi Yan's Group),Central,Professional,Public / Civil Service,"$4,500to$9,000",Monthly
1199,Smart Nation and Digital Government Office,Manager /  Senior Manager  /  Assistant Director (Adoption and Engagement),Central,Professional,Public / Civil Service,Salary undisclosed,
1200,AC P. COMPUTER TRAINING & CONSULTANCY PTE LTD,PHP Developer (Binary Artist),South,Senior Executive,Marketing / Public Relations ,"$2,800to$3,500",Monthly
1201,National Environment Agency,Meteorologist (Weather Services Department),South,Senior Executive,Marketing / Public Relations ,"$3,600to$7,500",Monthly
1202,SITA INFORMATION NETWORKING COMPUTING (ASIA PACIFIC) PTE LTD,Contract Specialist,Central,Professional,Admin / Secretarial,"$59,000to$79,000",Annually
1203,THE SUPREME HR ADVISORY PTE. LTD.,Assistant Test Engineer (Tuas / 5days / CCTV / Supervise / MNC Company),Central,Professional,Admin / Secretarial,"$2,500to$3,500",Monthly
1204,MINTEL (CONSULTING) SINGAPORE PTE. LTD.,"Trends Manager, Asia-Pacific",Central,Junior Executive,Information Technology,"$6,500to$8,500",Monthly
1205,FORTIS CONSTRUCTION PTE. LTD.,Project Control Manager,Central,Junior Executive,Information Technology,"$10,000to$16,000",Monthly
1206,MTS GLOBAL PTE. LTD.,Network Engineer (Consultant),South,Manager,Banking and Finance,"$7,000to$12,000",Monthly
1207,MILESLIFE PTE. LTD.,Assistant Digital Marketing Manager,South,Manager,Banking and Finance,"$3,200to$4,000",Monthly
1208,ASAHI KASEI PLASTICS SINGAPORE PTE LTD,Buyer,Central,Fresh/entry level ...,Information Technology,"$3,200to$4,000",Monthly
1209,OUELH MEDICAL ASSETS PTE. LTD.,Senior Application Developer,Central,Fresh/entry level ...,Information Technology,"$9,000to$11,000",Monthly
1210,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Full Stack Developer,East,Manager,Logistics / Supply Chain ...,"$8,000to$10,000",Monthly
1211,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Full Stack Developer,East,Manager,Logistics / Supply Chain ...,"$6,000to$8,000",Monthly
1212,BARGHEST BUILDING PERFORMANCE PTE. LTD.,Electrical Fitter (Refrigeration and Air-Conditioning Equipment),Central,Junior Executive,Banking and Finance,"$2,000to$4,000",Monthly
1213,FEHMARN CONSULTING PTE. LTD.,Shipping Executive,Central,Junior Executive,Banking and Finance,"$2,000to$3,000",Monthly
1214,HCL SINGAPORE PTE. LTD.,Network Administrator,Central,Senior Executive,Information Technology,"$4,500to$5,500",Monthly
1215,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Production Planner (5 days, Clementi,  $1800-2000)",Central,Senior Executive,Information Technology,"$1,800to$2,000",Monthly
1216,MACHSPEED HUMAN RESOURCES PTE. LTD.,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)",West,Middle Management ...,Logistics / Supply Chain,"$2,500to$2,800",Monthly
1217,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,IT Business Analyst,West,Middle Management ...,Logistics / Supply Chain,"$4,000to$4,700",Monthly
1218,BLUECHIP PLATFORMS ASIA PTE. LTD.,"Business Analyst, Private Banking",South,Non-executive,Banking and Finance,Salary undisclosed,
1219,ASCENDAS LAND (SINGAPORE) PTE LTD,Assistant Manager  /  Senior System Analyst (IT Operations) (1-year contract),South,Non-executive,Banking and Finance,Salary undisclosed,
1220,ESSILOR AMERA PTE. LTD.,Purchasing Specialist,South,Senior Executive,Accounting / Auditing / Taxation ...,"$3,500to$5,000",Monthly
1221,GARDENS BY THE BAY,Executive (Finance - Accounts Payable),South,Senior Executive,Accounting / Auditing / Taxation ...,"$1,900to$3,000",Monthly
1222,BLUECHIP PLATFORMS ASIA PTE. LTD.,"Client Service Associate, Leading Asset Manager",Central,Junior Executive,Information Technology,Salary undisclosed,
1223,THE SUPREME HR ADVISORY PTE. LTD.,Shipping Coordinator (Import / Export / Transhipment),Central,Junior Executive,Information Technology,"$2,000to$2,700",Monthly
1224,MINDTECK SINGAPORE PTE LTD,Snr Technical Developer (.Net / AWS),South,Senior Management,Sales / Retail ,"$4,500to$6,500",Monthly
1225,STANDARD CHARTERED BANK,"GPO Analyst, CLDM",South,Senior Management,Sales / Retail ,"$5,000to$10,000",Monthly
1226,GLOBAL INDIAN INTERNATIONAL SCHOOL PTE. LTD.,Manager-Call Centre Operations,Central,Executive,Design,"$3,500to$4,000",Monthly
1227,Republic Polytechnic,School of Infocomm - Lecturer (FinTech),Central,Executive,Design,Salary undisclosed,
1228,Company Undisclosed,Senior Product Engineer (PCB / PCBA),Central,Executive,Logistics / Supply Chain ...,"$4,500to$5,500",Monthly
1229,EXCELLENCE SINGAPORE PTE. LTD.,Accounts Executive (FULL SET) (ACCOUNTING FIRM),Central,Executive,Logistics / Supply Chain ...,"$2,200to$3,000",Monthly
1230,CIMB BANK BERHAD,"Executive, Collection & Recovery, Consumer Credit Operations",Islandwide,Senior Executive,Information Technology,"$2,800to$3,800",Monthly
1231,"ROCHE SINGAPORE TECHNICAL OPERATIONS, PTE. LTD.","Biotechnologist, Plant",Islandwide,Senior Executive,Information Technology,"$3,000to$4,700",Monthly
1232,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Regulatory Reporting Business Analyst,Central,Senior Executive,Design ...,"$10,000to$12,000",Monthly
1233,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Regulatory Reporting Business Analyst,Central,Senior Executive,Design ...,"$8,000to$10,000",Monthly
1234,A*STAR RESEARCH ENTITIES,Scientist (ARTC),East,Professional,Sciences / Laboratory / R&D,"$4,500to$9,000",Monthly
1235,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Regulatory Reporting Business Analyst,East,Professional,Sciences / Laboratory / R&D,"$6,000to$8,000",Monthly
1236,DOKA DISTRIBUTION CENTER ASIA PTE. LTD.,Supply Planner,Central,Manager,Information Technology,"$5,500to$6,800",Monthly
1237,TARGET MEDIA CULCREATIVE PTE. LTD.,Content Uploader,Central,Manager,Information Technology,"$2,300to$3,000",Monthly
1238,IBC ASIA (S) PTE LTD,HR Business Partner APAC,Central,Manager,Manufacturing,"$5,000to$7,000",Monthly
1239,NATIONAL UNIVERSITY OF SINGAPORE,Visiting Research Fellow,Central,Manager,Manufacturing,"$6,000to$7,000",Monthly
1240,UNITED MICROELECTRONICS CORPORATION (SINGAPORE BRANCH),Accounts Executive  /  Senior Accounts Executive,South,Junior Executive,Sciences / Laboratory / R&D,"$2,400to$4,500",Monthly
1241,PU TIEN RESTAURANT PTE LTD,Accounts Executive,South,Junior Executive,Sciences / Laboratory / R&D,"$2,000to$3,000",Monthly
1242,NANYANG TECHNOLOGICAL UNIVERSITY,Senior Research Engineer,South,Manager ...,Logistics / Supply Chain ...,"$6,000to$7,500",Monthly
1243,NATIONAL UNIVERSITY OF SINGAPORE,Research  Fellow,South,Manager ...,Logistics / Supply Chain ...,"$4,000to$7,916",Monthly
1244,INFOSYS LIMITED SINGAPORE BRANCH,Technology Lead,South,Executive,Logistics / Supply Chain ...,"$6,000to$9,000",Monthly
1245,MORGAN MCKINLEY PTE. LTD.,Project Manager,South,Executive,Logistics / Supply Chain ...,"$10,000to$15,000",Monthly
1246,ORACLE CAPAC SERVICES UNLIMITED COMPANY (SINGAPORE BRANCH),Senior Manager Digital Solution,West,Professional,Sciences / Laboratory / R&D,"$7,500to$15,000",Monthly
1247,HR-PRO RECRUITMENT SERVICES PTE. LTD.,Temp Bank Receptionist,West,Professional,Sciences / Laboratory / R&D,"$1,200to$1,500",Monthly
1248,SEAGATE SINGAPORE INTERNATIONAL HEADQUARTERS PTE. LTD.,Firmware Test Engineer,Central,Senior Management,Others ...,"$3,000to$6,000",Monthly
1249,THE SUPREME HR ADVISORY PTE. LTD.,Aerospace Technician [Modification /  Oberhaul],Central,Senior Management,Others ...,"$2,000to$2,400",Monthly
1250,SHATEC INSTITUTES PTE. LTD.,"Manager, Continuing Education & Training (CET)",Central,Junior Executive,Engineering,Salary undisclosed,
1251,HEALBEAU INTERNATIONAL PTE. LTD.,IT SUPPORT,Central,Junior Executive,Engineering,"$2,000to$2,500",Monthly
